# Program:featureCounts v2.0.3; Command:"/home/nilmbb/dmalcov/vigna/subread-2.0.3-source/bin/featureCounts" "-p" "--countReadPairs" "-t" "exon" "-g" "gene_id" "-a" "v6.gtf" "-o" "VR4R1counts.txt" "alignments/VR4R1/VR4R1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/VR4R1/VR4R1Aligned.sortedByCoord.out.bam
gene:Vradi04g11490	CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1	20653851;20653851;20654007;20654007;20654304;20654304;20654960;20654960;20655157;20655157;20655374;20655374;20655564;20655564;20655833;20655833;20657050;20657050;20657284;20657284;20658521;20658521;20658789;20658789;20658943;20658943;20659200;20659200;20659433;20659433;20660321;20660321;20660777;20660777;20660924;20660924;20661389;20661389;20661552;20661552;20661680;20661680;20662155;20662155;20662379;20662379;20662592;20662592;20662770;20662770;20663158;20663158;20663385;20663385;20663686;20663686;20663904;20663904;20664143;20664143;20664351;20664351;20665035;20665035;20665198;20665198;20666925;20666925;20667369;20667369;20667563;20667563;20668280;20668280;20669183;20669183;20669444;20669444;20669936;20669936;20670487	20653927;20653927;20654215;20654215;20654551;20654551;20655084;20655084;20655250;20655250;20655484;20655484;20655680;20655680;20655925;20655925;20657141;20657141;20657410;20657410;20658658;20658658;20658865;20658865;20659036;20659036;20659322;20659322;20659550;20659550;20660658;20660658;20660829;20660829;20660984;20660984;20661470;20661470;20661601;20661601;20661766;20661766;20662289;20662289;20662473;20662473;20662676;20662676;20662930;20662930;20663281;20663281;20663491;20663491;20663824;20663824;20664055;20664055;20664252;20664252;20664479;20664479;20665103;20665103;20665204;20665204;20667008;20667008;20667481;20667481;20667792;20667792;20669080;20669080;20669233;20669233;20669629;20669629;20670183;20670487;20670490	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5847	2634
gene:Vradi04g11500	CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1	20672341;20674376;20674592;20674710;20675930;20676925;20677479;20678339	20673996;20674465;20674619;20675325;20676074;20677164;20677785;20678457	+;+;+;+;+;+;+;+	3201	7
gene:Vradi04g11510	CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1	20684601;20686458;20686758;20687051;20687475;20687629	20685726;20686643;20686865;20687386;20687545;20687927	-;-;-;-;-;-	2126	5455
gene:Vradi04g11520	CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1	20692523;20692925;20693141;20693297;20693447;20693645	20692836;20692974;20693208;20693359;20693547;20694495	+;+;+;+;+;+	1447	744
gene:Vradi04g11530	CM003507.1;CM003507.1	20697807;20699035	20698563;20699562	-;-	1285	968
gene:Vradi04g11540	CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1	20700371;20700818;20701060;20702798;20704063;20704610;20704751;20705614;20706300;20706985;20708021;20708414;20708590	20700568;20700929;20701176;20702955;20704242;20704644;20704907;20705667;20706473;20707127;20708091;20708497;20709159	+;+;+;+;+;+;+;+;+;+;+;+;+	2053	1381
gene:Vradi04g11550	CM003507.1;CM003507.1	20710732;20711043	20710940;20712220	+;+	1387	209
gene:Vradi04g11560	CM003507.1;CM003507.1	20718041;20718480	20718311;20718538	-;-	330	110
gene:Vradi04g11570	CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1	20720800;20721389;20722351;20723304;20723802	20721260;20721606;20722540;20723695;20724730	+;+;+;+;+	2190	1333
gene:Vradi04g11580	CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1	20725975;20726497;20726701;20726961;20727279;20727569	20726395;20726616;20726862;20727171;20727315;20727702	-;-;-;-;-;-	1085	5
gene:Vradi04g11590	CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1	20732111;20732425;20732629;20733296;20733884	20732338;20732544;20732790;20733315;20733929	-;-;-;-;-	576	16
gene:Vradi04g11600	CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1	20769460;20770341;20771797;20773264;20773541;20773849;20773995;20774190;20774322;20774529;20774875	20769536;20770563;20771883;20773389;20773674;20773876;20774060;20774228;20774446;20774643;20775537	+;+;+;+;+;+;+;+;+;+;+	1683	5245
gene:Vradi04g11610	CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1	20776977;20777541;20777748;20777942;20778091;20778358;20778470;20779598;20779748;20781923	20777451;20777651;20777825;20778003;20778159;20778386;20778677;20779651;20780687;20782002	+;+;+;+;+;+;+;+;+;+	2106	774
gene:Vradi04g11620	CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1;CM003507.1	20782574;20783400;20783575;20783718;20784015;20784247;20784488	20783018;20783471;20783646;20783861;20784086;20784379;20784813	-;-;-;-;-;-;-	1264	419
gene:Vradi04g11630	CM003507.1;CM003507.1;CM003507.1	20787996;20788189;20788647	20788079;20788315;20788834	-;-;-	399	1326
gene:Vradi04g11640	CM003507.1;CM003507.1;CM003507.1;CM003507.1	20792836;20793128;20794097;20794850	20792949;20793286;20794370;20794860	+;+;+;+	558	1121
gene:Vradi05g00010	CM003508.1;CM003508.1;CM003508.1;CM003508.1	55501;56103;57197;57788	55941;56475;57612;57966	-;-;-;-	1409	1432
gene:Vradi05g00020	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	64176;67893;69169;71574;72617;73361	65457;68217;69425;71983;73088;73732	-;-;-;-;-;-	3118	800
gene:Vradi05g00030	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	75987;77236;77627;77936;78889;79052;79752;79962;80227;80428;80803;85382	76523;77382;77669;78126;78975;79099;79851;80041;80298;80522;80884;86133	-;-;-;-;-;-;-;-;-;-;-;-	2234	1873
gene:Vradi05g00040	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	99261;99868;100676;101831;101964;102607;105257;105957;106698;108688;109180	99476;100479;100858;101890;102167;102855;105355;106151;106790;108951;109624	+;+;+;+;+;+;+;+;+;+;+	2620	412
gene:Vradi05g00050	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	111635;111635;113808;113808;113987;113987;114249;114249;114554;114554;114897;114897;115044;115044;117288;117288;118350;118350;118784;118784;119613;119613;120340;120340;122027;122027;122377;122437	113607;113607;113897;113897;114076;114076;114353;114353;114613;114613;114959;114959;115139;115139;117455;117455;118523;118523;118882;118882;119671;119671;120529;120529;122192;122173;122551;122526	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3508	357
gene:Vradi05g00060	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	123760;124278;124614;124984;125390;125717;126117;126785;127156	124028;124528;124880;125276;125583;126037;126313;127064;127531	-;-;-;-;-;-;-;-;-	2448	165
gene:Vradi05g00070	CM003508.1;CM003508.1	134894;135060	134974;135221	+;+	243	0
gene:Vradi05g00080	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	157622;157855;157990;158332;158481	157744;157907;158250;158373;158532	-;-;-;-;-	531	78
gene:Vradi05g00090	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	201887;202857;203429;203583;203765	202147;202913;203496;203664;203872	-;-;-;-;-	576	8
gene:Vradi05g00100	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	204698;205136;205508;205846;206056;213770;214215;214523;214846;215158;215356	205060;205391;205732;205967;206338;213890;214443;214775;215067;215279;215627	-;-;-;-;-;-;-;-;-;-;-	2468	84
gene:Vradi05g00110	CM003508.1;CM003508.1	217803;219485	218051;219595	-;-	360	2318
gene:Vradi05g00120	CM003508.1;CM003508.1;CM003508.1;CM003508.1	226897;227471;229238;229700	227357;227712;229631;230267	-;-;-;-	1665	829
gene:Vradi05g00130	CM003508.1;CM003508.1;CM003508.1	231946;232175;232383	232093;232299;232541	-;-;-	432	1090
gene:Vradi05g00140	CM003508.1;CM003508.1;CM003508.1;CM003508.1	234495;235350;235933;237303	234846;235836;236014;237527	+;+;+;+	1146	4
gene:Vradi05g00150	CM003508.1;CM003508.1	237192;239428	238616;240644	-;-	2642	723
gene:Vradi05g00160	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	242213;242475;242766;243424;244200;244863;245213;245556;246428;247022;247342	242386;242684;243129;243723;244367;245006;245332;245741;246576;247204;248116	+;+;+;+;+;+;+;+;+;+;+	2773	477
gene:Vradi05g00170	CM003508.1	248393	248626	-	234	2
gene:Vradi05g00180	CM003508.1	250664	251524	-	861	69
gene:Vradi05g00190	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	254111;254446;254906;255145;255255;255647;256138;256694;258442;258652	254357;254799;254968;255185;255292;255746;256451;257234;258481;259796	+;+;+;+;+;+;+;+;+;+	2883	1237
gene:Vradi05g00200	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	261657;262345;262911;263819;264486;264935;265418;265840;266001;266153;266570;266734;266893;267029;267190;269343	262216;262501;262948;263951;264705;265141;265743;265902;266066;266224;266641;266805;266958;267100;267319;269795	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2707	1235
gene:Vradi05g00210	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	272418;272787;276150;279413;279703	272487;272959;276362;279532;279774	-;-;-;-;-	648	106
gene:Vradi05g00220	CM003508.1;CM003508.1	281143;281348	281235;282630	+;+	1376	307
gene:Vradi05g00230	CM003508.1;CM003508.1;CM003508.1	286321;291219;293038	286482;292494;293381	-;-;-	1782	256
gene:Vradi05g00240	CM003508.1;CM003508.1;CM003508.1	299566;299926;300439	299845;300167;300788	+;+;+	872	190
gene:Vradi05g00250	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	301712;302516;303120;304941;305075	302244;302910;303570;304999;305505	+;+;+;+;+	1869	1347
gene:Vradi05g00260	CM003508.1;CM003508.1;CM003508.1	307835;307946;308317	307876;308162;308942	+;+;+	885	4384
gene:Vradi05g00270	CM003508.1;CM003508.1;CM003508.1;CM003508.1	318031;318686;319521;319911	318451;319055;319656;320090	-;-;-;-	1107	285
gene:Vradi05g00280	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	338018;338116;338684;338978;339820;341343;342014;342484;342999;343265;343482;344741;345068;345323;345506;346663;346915;347109;348035;348304;348578;349605;349883;350326	338029;338140;338827;339645;339933;341553;342408;342715;343171;343387;343642;344974;345222;345369;345688;346824;347010;347740;348213;348503;349492;349769;350250;350898	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6167	986
gene:Vradi05g00290	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	351389;351615;351814;352019;352213;352380;352497	351531;351735;351879;352126;352278;352408;352623	-;-;-;-;-;-;-	660	2
gene:Vradi05g00300	CM003508.1;CM003508.1;CM003508.1	353976;355301;355483	355039;355384;356709	-;-;-	2375	14
gene:Vradi05g00310	CM003508.1;CM003508.1;CM003508.1	358808;359550;360890	359463;360803;361197	-;-;-	2218	1679
gene:Vradi05g00320	CM003508.1;CM003508.1	394037;395348	394114;395644	+;+	375	14
gene:Vradi05g00330	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	396754;397209;397322;397496;397697;398018	397102;397246;397384;397582;397821;398445	-;-;-;-;-;-	1090	6016
gene:Vradi05g00340	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	404042;404812;405699;406187;406671;407779	404506;405580;406101;406295;406781;407847	-;-;-;-;-;-	1926	295
gene:Vradi05g00350	CM003508.1;CM003508.1	408325;410041	409871;410310	+;+	1817	159
gene:Vradi05g00360	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	411349;411885;412117;412584;414061;414320;414657;414888	411795;411998;412290;412660;414189;414371;414807;415124	-;-;-;-;-;-;-;-	1381	199
gene:Vradi05g00370	CM003508.1;CM003508.1;CM003508.1;CM003508.1	415223;416230;416640;417008	416137;416538;416741;417365	-;-;-;-	1684	361
gene:Vradi05g00380	CM003508.1;CM003508.1;CM003508.1;CM003508.1	417822;418224;420580;421326	417884;418271;421302;421443	+;+;+;+	952	552
gene:Vradi05g00390	CM003508.1;CM003508.1	429444;430854	430331;431425	-;-	1460	393
gene:ENSRNA050006385	CM003508.1	431627	431698	+	72	0
gene:Vradi05g00400	CM003508.1	437986	438549	+	564	31
gene:Vradi05g00410	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	455247;455652;455709;456614;456772;456990;457192;457447;458186;458928;459747;460176	455619;455687;455867;456679;456876;457121;457371;457578;458255;459002;459904;460476	-;-;-;-;-;-;-;-;-;-;-;-	1787	3322
gene:Vradi05g00420	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	462789;464703;464931;465160;466778;467193;467482;468016	464599;464819;465071;465336;466982;467371;467567;468435	+;+;+;+;+;+;+;+	3136	1840
gene:Vradi05g00430	CM003508.1;CM003508.1	472083;472214	472152;473535	-;-	1392	790
gene:Vradi05g00440	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	481681;482219;482766;482960;483195;483461;483606;483750;484986	481911;482275;482873;483082;483284;483526;483659;483824;485204	-;-;-;-;-;-;-;-;-	1023	33
gene:Vradi05g00450	CM003508.1	487800	488099	-	300	597
gene:Vradi05g00460	CM003508.1;CM003508.1	495659;496606	496511;496652	+;+	900	61
gene:Vradi05g00470	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	529130;529646;531191;531653;531682;532166;532166;533418;533418;535503;535503;535721;535721;535902;535902;536566;536566;536738;536738;537511;537539;537697;537697;537918;537918;538156;538156;543996;543996;544167;544167;544345;544345;544955;544955;545133;545133;545627;545627;547680;547680;548273;548273;548685;548685	529381;529740;531253;532029;532029;532320;532320;533654;533654;535612;535612;535798;535798;536008;536008;536660;536660;536857;536853;537614;537614;537774;537774;537996;537996;538324;538324;544074;544074;544263;544263;544404;544404;545009;545009;545533;545533;547483;547483;548189;548189;548331;548331;549242;549242	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5795	645
gene:Vradi05g00480	CM003508.1;CM003508.1;CM003508.1;CM003508.1	550973;552805;553302;553455	551494;552888;553377;553753	-;-;-;-	981	181
gene:Vradi05g00490	CM003508.1	560307	561113	-	807	155
gene:Vradi05g00500	CM003508.1	566740	567648	-	909	134
gene:Vradi05g00510	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	576805;577317;577602;577771;578290	576948;577400;577679;577802;578662	-;-;-;-;-	711	145
gene:Vradi05g00520	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	580215;580215;580215;580997;580997;580997;581525;581525;581525;581710;581710;581710;581893;581893;581893;582074;582074;582074;582521;583141;583141;583141;583344;583344;583344;586336;586336;586336;589278;589278;589278;589457;589457;589457;590138;590138;590138;591627;591627;591627;591843;591843;591843;591978;592003;592003;593142;593142;593142;593352;593352;593823;593823;593827;593977;593977;593977;594136;594136;594136;594731;594731;594731	580282;580282;580282;581313;581313;581313;581629;581629;581629;581819;581819;581819;582000;582000;582000;582205;582205;582176;582558;583255;583255;583255;583537;583537;583537;586434;586434;586434;589371;589371;589371;589537;589537;589537;590208;590208;590208;591694;591694;591694;591920;591920;591880;592102;592102;592102;593221;593221;593221;593404;593404;593876;593876;593876;594061;594061;594061;594235;594235;594235;594894;594894;594894	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2339	702
gene:Vradi05g00530	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	600401;601315;601564;601860;602389;602706;602908;603646;603804;603962;604115;604415;605127;605423;605600	600854;601461;601719;601968;602513;602831;602988;603708;603878;604040;604215;604528;605240;605494;606126	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2343	1510
gene:ENSRNA050005948	CM003508.1	612144	612266	+	123	2
gene:Vradi05g00540	CM003508.1;CM003508.1	616070;620360	616915;620449	-;-	936	232
gene:Vradi05g00550	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	622364;622837;623367;624187;625180;625523;626288;626428;632317;633286;633482;635368;635970;638542;638842	622745;623136;623913;624884;625397;625559;626346;626544;632440;633331;633591;635483;636095;638689;638942	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3129	1717
gene:Vradi05g00560	CM003508.1;CM003508.1;CM003508.1	649001;650017;650271	649893;650176;651276	+;+;+	2059	2259
gene:Vradi05g00570	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	664982;667895;668797;669053;669589;670097	665429;668095;668966;669501;670002;671067	+;+;+;+;+;+	2653	50851
gene:Vradi05g00580	CM003508.1;CM003508.1;CM003508.1;CM003508.1	677258;678699;678846;678992	677305;678746;678911;679301	+;+;+;+	472	106
gene:Vradi05g00590	CM003508.1;CM003508.1;CM003508.1;CM003508.1	684176;685662;686671;686971	684187;685886;686896;687104	+;+;+;+	597	317
gene:ENSRNA050006425	CM003508.1	687337	687408	-	72	0
gene:Vradi05g00600	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	688110;688888;689667;691809;692954	688799;689035;691435;692039;693211	-;-;-;-;-	3096	394
gene:Vradi05g00610	CM003508.1;CM003508.1;CM003508.1	715025;715471;716388	715376;715721;716869	+;+;+	1085	56
gene:Vradi05g00620	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	717698;717978;718329;718605;718808;719031;719300;719554;720283;721026;721257;721757	717885;718218;718347;718696;718939;719216;719463;719632;720411;721153;721640;721840	+;+;+;+;+;+;+;+;+;+;+;+	1826	3781
gene:Vradi05g00630	CM003508.1;CM003508.1	731829;732602	732348;734021	+;+	1940	7
gene:Vradi05g00640	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	734424;735048;736390;737182;737427;738033	734955;735407;736466;737340;737486;738195	-;-;-;-;-;-	1351	362
gene:ENSRNA050006424	CM003508.1	776487	776560	-	74	0
gene:Vradi05g00650	CM003508.1;CM003508.1;CM003508.1	779893;780007;780690	779901;780260;780798	+;+;+	372	1505
gene:Vradi05g00660	CM003508.1;CM003508.1	782003;782486	782351;782778	+;+	642	0
gene:Vradi05g00670	CM003508.1;CM003508.1	785253;785625	785433;785920	+;+	477	1699
gene:Vradi05g00680	CM003508.1;CM003508.1	786635;787013	786815;787296	+;+	465	110
gene:Vradi05g00690	CM003508.1;CM003508.1	789275;789594	789458;789877	+;+	468	96
gene:Vradi05g00700	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	792106;792653;792883;793246;794841;795181	792335;792767;792994;793398;795087;795382	-;-;-;-;-;-	1059	90
gene:Vradi05g00710	CM003508.1	797847	798080	+	234	20
gene:Vradi05g00720	CM003508.1;CM003508.1	799947;800633	800342;801291	+;+	1055	5952
gene:Vradi05g00730	CM003508.1;CM003508.1	803255;803544	803438;803842	+;+	483	150
gene:Vradi05g00740	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	805307;806446;806615;806883;807145;807961	806356;806516;806789;807003;807456;808709	-;-;-;-;-;-	2478	709
gene:Vradi05g00750	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	815372;816282;816490;816663;816879;817209;817439;817720;817941;818256;818627;818805;820463;822320	815501;816400;816588;816791;817055;817319;817591;817863;818175;818347;818719;818900;820577;822528	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1902	4
gene:Vradi05g00760	CM003508.1;CM003508.1	828791;829654	829297;829803	-;-	657	1
gene:Vradi05g00770	CM003508.1;CM003508.1;CM003508.1;CM003508.1	834323;834642;834928;835976	834336;834852;835079;836021	+;+;+;+	423	380
gene:Vradi05g00780	CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1;CM003508.1	840302;841314;842132;842283;842436;842779;843009;845475;847996;851596;851865;852452;852744;853795;854029;854291;854484;855361	840717;841476;842218;842331;842480;842856;843467;845540;848256;851712;852107;852625;852914;853936;854153;854392;854564;855465	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2884	868
